	sentence1	sentence2	label	heuristics	example1	example2	split
1069	Did the teacher remember bursting into the room?	 The teacher remembered bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1070	Did the professor forget bursting into the room?	 The professor forgot bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1071	Did the girl remember reading the letter?	 The girl remembered reading the letter.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1072	Did the woman forget putting the book on the shelf?	 The woman forgot putting the book on the shelf.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1073	Did the assistant forget shutting the door?	 The assistant forgot shutting the door.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1074	Did the director remember hitting the ball with the bat?	 The director remembered hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1075	Did the stranger remember shedding tears?	 The stranger remembered shedding tears.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	test
1076	Did the kid forget shedding tears?	 The kid forgot shedding tears.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1077	Did the student forget betting $100 on the race?	 The student forgot betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1078	Did the dancer remember splitting the log?	 The dancer remembered splitting the log.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1079	Did the teacher forget casting bronze into a statue?	 The teacher forgot casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1080	Did the doctor remember letting the blinds down?	 The doctor remembered letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1081	Did the woman forget upsetting the boat?	 The woman forgot upsetting the boat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1082	Did the kid remember shutting the door?	 The kid remembered shutting the door.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1083	Did the boy forget letting the blinds down?	 The boy forgot letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1084	Did the doctor regret spreading the rumor?	 The doctor regretted spreading the rumor.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1085	Did the director forget casting bronze into a statue?	 The director forgot casting bronze into a statue.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1086	Did the woman forget betting $100 on the race?	 The woman forgot betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1087	Did the manager forget slitting the envelope?	 The manager forgot slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1088	Did the teacher forget thrusting the fork into the cake?	 The teacher forgot thrusting the fork into the cake.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1089	Did the student forget hurting others?	 The student forgot hurting others.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1090	Did the professor regret betting $100 on the race?	 The professor regretted betting $100 on the race.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1091	Did the stranger forget hurting others?	 The stranger forgot hurting others.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1092	Did the man remember hitting the ball with the bat?	 The man remembered hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1093	Did the girl forget shedding tears?	 The girl forgot shedding tears.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1094	Did the assistant remember bursting into the room?	 The assistant remembered bursting into the room.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1095	Did the doctor remember shedding tears?	 The doctor remembered shedding tears.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1096	Did the girl remember hurting others?	 The girl remembered hurting others.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1097	Did the woman regret hitting the ball with the bat?	 The woman regretted hitting the ball with the bat.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1098	Did the director regret letting the blinds down?	 The director regretted letting the blinds down.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
1099	Did the girl remember slitting the envelope?	 The girl remembered slitting the envelope.	entailment	 -	 Did the doctor regret cutting the tree?	 The doctor regretted cutting the tree.	train
